Mã số,Tên,Cơ quan ban hành,Cơ quan thực hiện,Lĩnh vực,URL
1.014445,Thủ tục cấp Giấy chứng nhận doanh nghiệp khoa học và công nghệ (Nghị định số 268/2025/NĐ-CP),Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Hoạt động khoa học và công nghệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-7468-714d-b1dd-6d7c2678eeb3
1.014441,Thủ tục công nhận trung tâm đổi mới sáng tạo cấp quốc gia,Bộ Khoa học và Công nghệ,Cục Đổi mới sáng tạo,Hoạt động khoa học và công nghệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-7463-7379-9f86-c7f2fbc2387a
1.014439,Thủ tục công nhận trung tâm đổi mới sáng tạo,Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Hoạt động khoa học và công nghệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-7461-70cc-9c30-e2881fe4361e
1.014437,"Thủ tục cấp lại Giấy công nhận trung tâm hỗ trợ khởi nghiệp sáng tạo, Giấy công nhận trung tâm hỗ trợ khởi nghiệp sáng tạo cấp tỉnh, Giấy công nhận cá nhân, nhóm cá nhân khởi nghiệp sáng tạo, Giấy công nhận doanh nghiệp khởi nghiệp sáng tạo, Giấy công nhận chuyên gia hỗ trợ khởi nghiệp sáng tạo, Giấy công nhận nhà đầu tư cá nhân khởi nghiệp sáng tạo",Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Hoạt động khoa học và công nghệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-7460-7267-b7d6-887fb98789ba
1.014435,Thủ tục công nhận chuyên gia hỗ trợ khởi nghiệp sáng tạo,Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Hoạt động khoa học và công nghệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-745e-742a-b4b1-4a496f1da2f9
1.014436,Thủ tục công nhận nhà đầu tư cá nhân khởi nghiệp sáng tạo,Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Hoạt động khoa học và công nghệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-7459-77a9-9a62-b25032460236
1.014440,"Thủ tục cấp lại Giấy công nhận trung tâm đổi mới sáng tạo, Giấy công nhận trung tâm đổi mới sáng tạo cấp tỉnh",Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Hoạt động khoa học và công nghệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-7459-732d-a012-6e612a9681cc
1.014433,"Thủ tục công nhận cá nhân, nhóm cá nhân, doanh nghiệp khởi nghiệp sáng tạo",Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Hoạt động khoa học và công nghệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-7458-711a-be8b-1d7a360aee66
1.014432,Thủ tục công nhận trung tâm hỗ trợ khởi nghiệp sáng tạo,Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Hoạt động khoa học và công nghệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-7455-76be-901d-5a6d93838e28
1.014430,Thủ tục cấp lại Giấy công nhận trung tâm hỗ trợ khởi nghiệp sáng tạo cấp quốc gia,Bộ Khoa học và Công nghệ,Cục Khởi nghiệp và Doanh nghiệp công nghệ,Hoạt động khoa học và công nghệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-7452-75f4-87d8-7c1d3840d1a4
1.014434,Thủ tục cấp lại Giấy công nhận trung tâm đổi mới sáng tạo cấp quốc gia,Bộ Khoa học và Công nghệ,Cục Đổi mới sáng tạo,Hoạt động khoa học và công nghệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-7452-73ff-b1d1-a989bfdf709c
1.014429,Thủ tục công nhận trung tâm hỗ trợ khởi nghiệp sáng tạo cấp quốc gia,Bộ Khoa học và Công nghệ,Cục Khởi nghiệp và Doanh nghiệp công nghệ,Hoạt động khoa học và công nghệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-744c-73d9-88fb-86c398ff5adc
1.014431,Thủ tục công nhận trung tâm hỗ trợ khởi nghiệp sáng tạo cấp tỉnh,Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Hoạt động khoa học và công nghệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-744a-75e5-a459-bedbe58a7d02
1.014390,"Thay đổi, bổ sung, cấp lại giấy chứng nhận đăng ký tổ chức khoa học và công nghệ (Sở Khoa học và Công nghệ)",Bộ Khoa học và Công nghệ,,Hoạt động khoa học và công nghệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-7444-70fb-9365-f6ce41aa4847
1.014383,"Thủ tục đặt và tổ chức xét tặng giải thưởng của tổ chức, cá nhân cư trú hoặc hoạt động hợp pháp tại Việt Nam",Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Hoạt động khoa học và công nghệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-7442-7682-b4ba-caedb548aa3a
1.014384,"Cấp Giấy chứng nhận đăng ký tổ chức khoa học và công nghệ (Cục Thông tin, Thống kê)",Bộ Khoa học và Công nghệ,"Cục Thông tin, Thống kê",Hoạt động khoa học và công nghệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-7441-7602-94bb-71bfb3cfac42
1.014387,"Thay đổi, bổ sung, cấp lại giấy chứng nhận đăng ký tổ chức khoa học và công nghệ",Bộ Khoa học và Công nghệ,"Cục Thông tin, Thống kê",Hoạt động khoa học và công nghệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-7440-73e9-bfbb-166553b52a77
1.014392,"Thay đổi, bổ sung, cấp lại Giấy chứng nhận văn phòng đại diện, chi nhánh của tổ chức khoa học và công nghệ",Bộ Khoa học và Công nghệ,,Hoạt động khoa học và công nghệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-7440-712b-8477-c808b5cfe282
1.014394,Thành lập đơn vị trực thuộc ở nước ngoài của tổ chức khoa học và công nghệ,Bộ Khoa học và Công nghệ,,Hoạt động khoa học và công nghệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-743f-714b-bde7-950257114891
1.014388,Cho phép thành lập và phê duyệt điều lệ tổ chức và hoạt động của tổ chức khoa học và công nghệ có vốn nước ngoài,Bộ Khoa học và Công nghệ,Chủ tịch ủy ban nhân dân cấp tỉnh,Hoạt động khoa học và công nghệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-743d-754a-bd82-bc7f702f8c1c
1.014391,"Cấp Giấy chứng nhận văn phòng đại diện, chi nhánh của tổ chức khoa học và công nghệ",Bộ Khoa học và Công nghệ,Sở khoa học và Công nghệ Thành phố Hà Nội,Hoạt động khoa học và công nghệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-743d-754a-bd82-bad46505a701
1.014393,Công nhận trung tâm nghiên cứu và phát triển (Sở Khoa học và Công nghệ),Bộ Khoa học và Công nghệ,Sở khoa học và Công nghệ Thành phố Hà Nội,Hoạt động khoa học và công nghệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-743c-7792-b67b-e15b737acbbd
1.014385,Công nhận trung tâm nghiên cứu và phát triển,Bộ Khoa học và Công nghệ,"Cục Thông tin, Thống kê",Hoạt động khoa học và công nghệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-743b-70eb-84d8-fe4033b47433
1.014389,Cấp Giấy chứng nhận đăng ký tổ chức khoa học và công nghệ,Bộ Khoa học và Công nghệ,Sở Khoa học và Công nghệ,Hoạt động khoa học và công nghệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-7439-733d-aea0-1ae8076aa88e
1.014382,"Thủ tục đặt và tổ chức xét tặng giải thưởng của tổ chức, cá nhân không cư trú, không hoạt động tại Việt Nam",Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Hoạt động khoa học và công nghệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-7437-76c4-94fa-a04fd58007aa
1.014340,"Sửa đổi, bổ sung giấy phép cung cấp dịch vụ viễn thông có hạ tầng mạng, loại mạng viễn thông công cộng có sử dụng băng tần số vô tuyến điện",Bộ Khoa học và Công nghệ,Cục Viễn thông,Viễn thông và Internet,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-6cb4-77a0-afec-fee8093ddf19
1.014012,"Phân bổ mã mạng di động H2H, số dịch vụ giải đáp thông tin, số dịch vụ tin nhắn ngắn theo phương thức đấu giá",Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Viễn thông và Internet,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-6c98-73f8-aadc-eb7f4de4d674
1.014015,"Chuyển nhượng quyền sử dụng số dịch vụ giải đáp thông tin, số dịch vụ ứng dụng tin nhắn ngắn, mã mạng di động H2H phân bổ qua phương thức đấu giá",Bộ Khoa học và Công nghệ,,Viễn thông và Internet,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-6c96-72f7-b5ea-a2791ecdde57
1.014025,Cấp đổi giấy phép sử dụng băng tần,Bộ Khoa học và Công nghệ,Cục Tần số vô tuyến điện,Tần số vô tuyến điện,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-6c94-70a6-9f5c-f08e866c90e6
1.014014,"Hoàn trả mã, số viễn thông được phân bổ theo phương thức trực tiếp",Bộ Khoa học và Công nghệ,Cục Viễn thông,Viễn thông và Internet,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-6c8e-70fc-a9ca-98e266322e96
1.013976,"Cấp lại giấy phép cung cấp dịch vụ viễn thông không có hạ tầng mạng, loại hình dịch vụ viễn thông cố định mặt đất (dịch vụ viễn thông cung cấp trên mạng viễn thông cố định mặt đất).",Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Viễn thông và Internet,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-6c87-757d-a0a0-1be861655ea9
1.013973,Thủ tục ra quyết định bắt buộc chuyển giao quyền sử dụng sáng chế,Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Sở hữu trí tuệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-6c84-7148-aed2-24f02c905937
1.013970,"Thủ tục ghi nhận việc sửa đổi nội dung, gia hạn, chấm dứt trước thời hạn hiệu lực hợp đồng chuyển quyền sử dụng đối tượng sở hữu công nghiệp",Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Sở hữu trí tuệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-6c83-7162-9202-92098b1baffd
1.014009,"Phân bổ mã, số viễn thông theo phương thức trực tiếp",Bộ Khoa học và Công nghệ,Cục Viễn thông,Viễn thông và Internet,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-6c82-7418-b19f-bf3fa7162e2a
1.013974,Thủ tục yêu cầu chấm dứt quyền sử dụng sáng chế theo quyết định bắt buộc,Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Sở hữu trí tuệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-6c82-718f-b4ac-11d1881b1a52
1.013966,Thủ tục cấp phó bản văn bằng bảo hộ và cấp lại văn bằng bảo hộ/phó bản văn bằng bảo hộ,Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Sở hữu trí tuệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-6c80-7533-9246-b5b2c754d1f7
1.013972,"Thủ tục cấp phó bản, cấp lại Giấy chứng nhận đăng ký hợp đồng chuyển quyền sử dụng đối tượng sở hữu công nghiệp.",Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Sở hữu trí tuệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-6c7f-70fd-b8a8-fc3591178682
1.013969,Thủ tục cấp Giấy chứng nhận hoạt động nghiên cứu và phát triển công nghệ cao cho cá nhân.,Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Hoạt động khoa học và công nghệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-6c7e-70a2-a375-8e1dc3da6f63
1.013968,Thủ tục đăng ký hợp đồng chuyển quyền sử dụng đối tượng sở hữu công nghiệp,Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Sở hữu trí tuệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-6c79-72ef-89cd-5c2f0bc342cc
1.013964,Thủ tục cấp Giấy chứng nhận hoạt động nghiên cứu và phát triển công nghệ cao cho tổ chức.,Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Hoạt động khoa học và công nghệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-6c72-779d-a29b-9d255a0871a8
1.013955,Thủ tục đăng ký dự kiểm tra nghiệp vụ đại diện sở hữu công nghiệp,Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Sở hữu trí tuệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-6c6b-76b7-a131-10a11817e761
1.013961,Thủ tục cấp Giấy chứng nhận doanh nghiệp công nghệ cao-,Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Hoạt động khoa học và công nghệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-6c6b-76b7-a131-0e57a4698235
1.013942,Thủ tục xóa tên tổ chức dịch vụ đại diện sở hữu công nghiệp,Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Sở hữu trí tuệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-6c66-76ab-a8fb-8c3ffbff41f0
1.013957,Thủ tục cấp Giấy chứng nhận hoạt động ứng dụng công nghệ cao cho tổ chức,Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Hoạt động khoa học và công nghệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-6c63-748f-a632-452d6690c329
1.013954,Thủ tục xóa tên người đại diện sở hữu công nghiệp,Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Sở hữu trí tuệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-6c62-707d-83ef-a2634c468ec8
1.013960,Thủ tục cấp Giấy chứng nhận hoạt động ứng dụng công nghệ cao cho cá nhân,Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Hoạt động khoa học và công nghệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-6c60-7382-ab94-dc70f6b7fa0e
1.013944,Thủ tục Xác nhận phương tiện vận tải chuyên dùng trong dây chuyền công nghệ sử dụng trực tiếp cho hoạt động sản xuất của dự án đầu tư -,Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Hoạt động khoa học và công nghệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-6c5e-700c-8f2b-1c510a78363f
1.013928,Thủ tục ghi nhận thay đổi thông tin của tổ chức dịch vụ đại diện sở hữu công nghiệp,Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Sở hữu trí tuệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-64d1-70ab-a1ce-b102cda2a602
1.013927,Thủ tục Cấp Giấy phép chuyển giao công nghệ -,Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Hoạt động khoa học và công nghệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-64ce-771f-9edb-713d22632281
1.013925,Thủ tục ghi nhận người đại diện sở hữu công nghiệp,Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Sở hữu trí tuệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-64cb-7300-a212-3599b7b0d175
1.013924,Thủ tục ghi nhận tổ chức đủ điều kiện kinh doanh dịch vụ đại diện sở hữu công nghiệp,Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Sở hữu trí tuệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-64bb-7771-af60-4c05311261a1
1.013919,Thủ tục cấp lại Chứng chỉ hành nghề dịch vụ đại diện sở hữu công nghiệp.,Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Sở hữu trí tuệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-64bb-7771-af60-4a5d0d15b92b
1.013922,Thủ tục thu hồi chứng chỉ hành nghề dịch vụ đại diện sở hữu công nghiệp,Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Sở hữu trí tuệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-64b4-768e-a406-ca62d6d0b84a
1.013916,Thủ tục cấp Chứng chỉ hành nghề dịch vụ đại diện sở hữu công nghiệp,Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Sở hữu trí tuệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-64b4-723b-93ec-4e1c5fa7bf98
1.013918,Thủ tục Chấp thuận chuyển giao công nghệ -,Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Hoạt động khoa học và công nghệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-64b2-76ac-99c3-f60b8b2c704e
1.013911,Hoàn trả số thuê bao di động H2H được phân bổ theo phương thức đấu giá,Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Viễn thông và Internet,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-64aa-76a8-9d5f-0b7cd4d70867
1.013910,Phân bổ số thuê bao di động H2H theo phương thức đấu giá,Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Viễn thông và Internet,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-64aa-7638-aba3-85e6e4275928
1.013912,Đăng ký cung cấp dịch vụ viễn thông,Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Viễn thông và Internet,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-64a7-76eb-961d-42007bcf6875
1.013908,"Thu hồi giấy phép cung cấp dịch vụ viễn thông không có hạ tầng mạng, loại hình dịch vụ viễn thông cố định mặt đất (dịch vụ viễn thông cung cấp trên mạng viễn thông cố định mặt đất) và giấy chứng nhận đăng ký cung cấp dịch vụ viễn thông",Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Viễn thông và Internet,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-64a6-74b7-9ac9-ef766c6a7425
1.013909,"Thu hồi giấy phép cung cấp dịch vụ viễn thông có hạ tầng mạng, loại mạng viễn thông công cộng cố định mặt đất không sử dụng băng tần số vô tuyến điện, không sử dụng số thuê bao viễn thông có phạm vi thiết lập mạng viễn thông trong một tỉnh, thành phố trực thuộc trung ương",Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Viễn thông và Internet,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-649d-765c-81f8-371e1c0afd08
1.013877,"Giải quyết tranh chấp trong kinh doanh dịch vụ viễn thông đối với tranh chấp của doanh nghiệp viễn thông thuộc phạm vi giấy phép cung cấp dịch vụ không có hạ tầng mạng, loại hình dịch vụ viễn thông cố định mặt đất (dịch vụ viễn thông cung cấp trên mạng viễn thông cố định mặt đất)",Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Viễn thông và Internet,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-649d-74b6-9b0a-6c0545308d18
1.013897,"Thông báo cung cấp dịch vụ viễn thông đối với doanh nghiệp cung cấp dịch vụ viễn thông cơ bản trên Internet, dịch vụ điện toán đám mây, dịch vụ thư điện tử, dịch vụ thư thoại, dịch vụ fax gia tăng giá trị",Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Viễn thông và Internet,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-649c-7148-80e8-65f30365f8e1
1.013902,"Sửa đổi, bổ sung giấy phép cung cấp dịch vụ viễn thông không có hạ tầng mạng, loại hình dịch vụ viễn thông cố định mặt đất (dịch vụ viễn thông cung cấp trên mạng viễn thông cố định mặt đất) đối với trường hợp quy định tại điểm a khoản 2 Điều 36 Nghị định số 163/2024/NĐ-CP",Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Viễn thông và Internet,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-649c-7109-924b-5b2695405976
1.013905,"Gia hạn giấy phép cung cấp dịch vụ viễn thông có hạ tầng mạng, loại mạng viễn thông công cộng cố định mặt đất không sử dụng băng tần số vô tuyến điện, không sử dụng số thuê bao viễn thông có phạm vi thiết lập mạng viễn thông trong một tỉnh, thành phố trực thuộc trung ương",Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Viễn thông và Internet,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-649b-714b-a798-9051671516c9
1.013885,"Ngừng kinh doanh dịch vụ viễn thông đối với doanh nghiệp viễn thông không phải là doanh nghiệp viễn thông nắm giữ phương tiện thiết yếu, doanh nghiệp viễn thông có vị trí thống lĩnh thị trường hoặc doanh nghiệp thuộc nhóm doanh nghiệp viễn thông có vị trí thống lĩnh thị trường đối với thị trường dịch vụ viễn thông Nhà nước quản lý, doanh nghiệp cung cấp dịch vụ viễn thông công ích (có giấy phép cung cấp dịch vụ có hạ tầng mạng, loại mạng viễn thông công cộng cố định mặt đất không sử dụng băng tần số vô tuyến điện, không sử dụng số thuê bao viễn thông có phạm vi thiết lập mạng viễn thông trên một tỉnh, thành phố trực thuộc trung ương) khi ngừng kinh doanh một phần hoặc toàn bộ các dịch vụ viễn thông",Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Viễn thông và Internet,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-649b-714b-a798-8d8e3c978d66
1.013906,"Gia hạn giấy phép cung cấp dịch vụ viễn thông không có hạ tầng mạng, loại hình dịch vụ viễn thông cố định mặt đất (dịch vụ viễn thông cung cấp trên mạng viễn thông cố định mặt đất).",Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Viễn thông và Internet,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-649a-75e2-8448-bec2e757957f
1.013819,"Giải quyết tranh chấp trong kinh doanh dịch vụ viễn thông đối với tranh chấp của doanh nghiệp viễn thông thuộc phạm vi giấy phép cung cấp dịch vụ có hạ tầng mạng, loại mạng viễn thông công cộng cố định mặt đất không sử dụng băng tần số vô tuyến điện, không sử dụng số thuê bao viễn thông có phạm vi thiết lập mạng viễn thông trên một tỉnh, thành phố trực thuộc trung ương",Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Viễn thông và Internet,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-649a-75e2-8448-b9fe146a7d07
1.013907,"Cấp lại giấy phép cung cấp dịch vụ viễn thông có hạ tầng mạng, loại mạng viễn thông công cộng cố định mặt đất không sử dụng băng tần số vô tuyến điện, không sử dụng số thuê bao viễn thông có phạm vi thiết lập mạng viễn thông trong một tỉnh, thành phố trực thuộc trung ương.",Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Viễn thông và Internet,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-649a-72ee-9a40-79674caa1094
1.013888,"Ngừng kinh doanh dịch vụ viễn thông đối với doanh nghiệp viễn thông không phải là doanh nghiệp viễn thông nắm giữ phương tiện thiết yếu, doanh nghiệp viễn thông có vị trí thống lĩnh thị trường hoặc doanh nghiệp thuộc nhóm doanh nghiệp viễn thông có vị trí thống lĩnh thị trường đối với thị trường dịch vụ viễn thông Nhà nước quản lý, doanh nghiệp cung cấp dịch vụ viễn thông công ích (có giấy phép cung cấp dịch vụ không có hạ tầng mạng, loại hình dịch vụ viễn thông cố định mặt đất (dịch vụ viễn thông cung cấp trên mạng viễn thông cố định mặt đất)) khi ngừng kinh doanh một phần hoặc toàn bộ các dịch vụ viễn thông",Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Viễn thông và Internet,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-6499-7606-b143-4205892a5ab1
1.013904,"Sửa đổi, bổ sung giấy phép cung cấp dịch vụ viễn thông có hạ tầng mạng, loại mạng viễn thông công cộng cố định mặt đất không sử dụng băng tần số vô tuyến điện, không sử dụng số thuê bao viễn thông có phạm vi thiết lập mạng viễn thông trong một tỉnh, thành phố trực thuộc trung ương đối với trường hợp quy định tại điểm a khoản 2 Điều 36 Nghị định số 163/2024/NĐ-CP",Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Viễn thông và Internet,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-6494-7508-9db2-df897c23647a
1.013901,"Sửa đổi, bổ sung giấy phép cung cấp dịch vụ viễn thông không có hạ tầng mạng, loại hình dịch vụ viễn thông cố định mặt đất (dịch vụ viễn thông cung cấp trên mạng viễn thông cố định mặt đất) đối với trường hợp quy định tại điểm a, điểm b khoản 1 Điều 36 Nghị định số 163/2024/NĐ-CP",Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Viễn thông và Internet,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-6493-72de-9242-1a970b6f4dac
1.013899,"Cấp giấy phép cung cấp dịch vụ viễn thông không có hạ tầng mạng, loại hình dịch vụ viễn thông cố định mặt đất (dịch vụ viễn thông cung cấp trên mạng viễn thông cố định mặt đất)",Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Viễn thông và Internet,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-648d-77f9-b2dc-76a04b4295f0
1.013903,"Sửa đổi, bổ sung giấy phép cung cấp dịch vụ viễn thông có hạ tầng mạng, loại mạng viễn thông công cộng cố định mặt đất không sử dụng băng tần số vô tuyến điện, không sử dụng số thuê bao viễn thông có phạm vi thiết lập mạng viễn thông trong một tỉnh, thành phố trực thuộc trung ương đối với trường hợp quy định tại điểm a, điểm b khoản 1 Điều 36 Nghị định số 163/2024/NĐ-CP",Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Viễn thông và Internet,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-648c-75fd-ad3b-4c2472de1a29
1.013900,"Cấp giấy phép cung cấp dịch vụ viễn thông có hạ tầng mạng, loại mạng viễn thông công cộng cố định mặt đất không sử dụng băng tần số vô tuyến điện, không sử dụng số thuê bao viễn thông có phạm vi thiết lập mạng viễn thông trong một tỉnh, thành phố trực thuộc trung ương",Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Viễn thông và Internet,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf9-648c-75fd-ad3b-4ae195346900
